85552
99966
11250
110492
1402
115036
2051
93411
60574
2778
132712
63174
135753
60735
95057
1416
966
105214
456
71712
156568
37680
107365
125474
77169
1399
93364
125030
97400
87984
132375
93405
60797
154490
139009
153466
73586
95665
88329
67335
18165
44217
114925
60625
71914
90462
1622
80020
113207
116416
69050
114885
115107
63452
80240
128839
65334
104877
117031
124124
116479
46260
2734
81356
12637
155082
155138
126787
46952
5920
44953
4057
12971
154571
154828
2190
96777
123249
71446
95479
1396
122152
84958
1655
1489
122151
137007
1911
79460
66732
119903
1419
106651
1434
62286
61302
44006
1429
4614
31910
82395
58841
1668
62715
43348
48866
1408
79744
85937
85271
66203
94605
1900
82856
71790
1412
76669
116450
156077
117488
79699
31132
1433
85723
91363
120452
34524
72637
71728
1431
16286
134949
57532
57243
66084
2004
15260
1421
12965
84553
127235
103786
133723
39351
126280
1620
1413
63926
71912
12926
2288
80748
1403
2691
75219
128252
74428
90239
4604
113756
37606
12225
88396
4629
80623
80350
60708
615
67136
65555
105009
92967
71789
62455
1418
155895
62688
120142
89393
40075
61889
108978
67198
60572
32798
1100
1400
30984
1981
4686
1695
118011
2316
1398
1405
74016
987
34307
100049
76479
